Pressure,Temperature,Catalyst,Time,FlowRate,StirringSpeed,pH,Humidity,FeedConcentration,ReactorVolume,CoolingRate,Voltage,Current,Impurity,OperatorExperience,Yield
6.49,136.8,1.05,56.9,73.5,711.0,6.84,77.5,0.77,4.81,1.89,155.8,1.59,0.52,3.9,40.67
5.79,129.2,1.03,23.7,36.7,312.0,4.99,72.9,1.09,8.49,6.21,216.2,16.87,0.11,7.7,45.9
7.11,122.6,3.45,12.5,61.5,508.0,9.29,70.4,1.66,9.3,6.92,222.8,16.39,3.25,8.5,95.0
4.88,111.7,4.89,39.1,26.8,700.0,9.55,52.8,0.65,2.83,2.39,136.7,15.16,1.98,2.8,95.0
4.66,95.6,4.42,27.8,57.0,784.0,5.36,31.2,1.23,5.46,7.72,219.3,16.91,3.98,8.8,95.0
5.63,125.5,2.01,29.0,38.2,582.0,4.31,21.1,1.83,9.73,7.1,212.7,19.16,4.37,3.5,66.36
7.71,139.6,1.79,39.1,62.1,765.0,9.56,41.1,1.22,8.39,1.61,157.3,12.18,3.85,6.2,40.0
6.84,126.8,3.5,41.1,28.5,396.0,5.87,66.1,0.97,1.38,4.53,152.0,18.91,2.51,3.6,85.93
5.68,90.8,4.29,31.9,59.9,653.0,5.13,35.0,0.92,9.72,9.52,236.8,13.93,2.51,2.8,95.0
6.07,114.8,2.45,35.4,62.5,756.0,9.52,37.5,1.98,1.21,2.2,157.7,10.37,0.71,7.0,95.0
4.34,120.7,2.73,59.7,71.4,137.0,9.3,27.2,0.66,1.31,5.5,141.8,10.18,3.11,2.6,82.32
7.94,124.5,1.46,57.9,61.2,322.0,4.32,62.5,1.12,6.8,8.0,184.9,11.52,1.71,9.5,90.33
6.67,126.0,1.61,45.4,51.4,618.0,5.25,37.2,1.62,6.7,1.95,222.5,18.53,0.39,3.4,78.19
5.14,117.9,3.27,18.1,67.0,321.0,8.88,57.7,0.96,8.44,8.34,187.2,10.45,3.32,9.2,89.16
6.34,101.2,1.41,28.0,37.1,112.0,5.6,51.4,1.77,3.73,5.97,224.4,5.75,3.23,1.9,87.31
4.44,137.1,1.81,54.2,60.6,665.0,8.01,79.6,1.42,5.35,4.49,212.2,2.1,0.17,4.7,40.0
7.86,124.8,1.94,31.2,63.5,215.0,4.24,76.8,1.19,8.69,1.97,224.6,2.38,4.91,5.1,83.04
4.7,101.8,2.78,57.8,43.6,325.0,9.05,43.7,1.89,7.8,4.75,209.0,16.99,0.35,6.8,95.0
6.59,106.1,1.18,34.4,79.3,737.0,6.53,68.1,1.06,4.82,6.62,184.2,11.46,0.91,9.3,95.0
4.98,136.1,3.0,53.1,41.4,246.0,6.82,44.4,1.95,8.67,7.77,108.0,16.72,3.53,8.5,43.51
6.87,134.4,4.71,11.8,25.1,726.0,8.85,36.2,0.61,5.34,5.22,150.4,10.79,3.82,3.0,65.81
7.11,110.3,1.1,31.7,38.2,396.0,6.73,20.9,0.56,5.77,5.47,107.0,5.97,1.61,9.0,93.42
6.69,91.9,3.52,45.0,26.0,743.0,4.62,63.1,0.62,6.27,7.64,228.9,17.73,3.16,5.3,95.0
6.46,92.4,4.34,53.2,40.4,714.0,7.03,36.8,0.63,4.35,4.52,232.4,10.03,1.67,1.4,95.0
7.57,104.2,2.25,40.5,27.7,391.0,6.74,48.8,0.85,3.58,1.99,121.5,2.84,1.65,8.4,95.0
4.31,121.5,1.53,18.7,46.4,745.0,6.7,29.9,1.11,7.11,8.95,187.3,17.15,4.64,1.4,57.58
5.32,119.2,1.17,54.3,66.7,543.0,5.16,23.9,1.72,2.41,9.19,215.6,19.08,3.58,4.9,81.21
4.99,121.7,3.58,38.7,24.0,433.0,4.98,64.8,1.09,5.51,4.47,111.1,19.96,2.59,3.2,82.47
7.95,125.9,3.21,15.4,53.8,471.0,8.67,37.6,0.69,3.87,9.88,235.6,11.77,1.13,8.0,93.27
5.56,91.0,1.92,33.2,22.6,144.0,7.72,35.3,0.55,4.43,4.56,185.5,16.31,1.54,3.4,74.58
6.93,95.3,4.33,44.9,73.1,665.0,4.04,35.6,1.34,5.15,7.7,151.1,13.06,4.57,4.4,95.0
6.74,108.0,3.94,32.6,75.3,305.0,9.01,26.3,0.85,2.83,5.54,178.7,10.09,2.77,8.9,95.0
4.85,97.7,2.11,53.5,49.5,289.0,4.73,21.9,1.04,5.41,9.74,179.2,19.91,2.73,1.3,88.83
4.96,93.8,4.01,31.2,66.2,601.0,8.43,31.2,0.86,7.61,9.29,116.4,11.92,1.78,3.7,95.0
5.13,122.0,1.98,39.2,55.6,360.0,4.58,68.0,1.11,3.11,7.73,179.8,7.48,0.57,4.3,73.66
5.64,130.8,3.7,20.6,40.4,460.0,9.83,78.9,1.96,8.68,9.63,193.9,8.4,2.53,3.9,62.58
4.94,127.6,1.47,35.6,34.7,395.0,9.4,50.9,1.96,4.91,2.2,132.2,17.19,4.71,9.0,52.86
4.08,130.9,3.77,21.1,65.5,453.0,5.1,68.3,1.57,7.71,8.38,104.1,7.29,3.35,9.5,51.66
7.52,123.3,1.96,21.3,45.8,256.0,4.05,35.3,0.85,7.12,3.99,171.1,17.97,1.77,5.9,82.06
7.86,126.8,3.29,24.0,75.2,719.0,4.36,61.0,1.78,4.66,8.16,111.8,13.86,4.02,6.8,93.86
5.37,103.6,1.69,12.2,78.5,527.0,8.85,73.5,0.52,8.3,8.19,136.7,1.69,4.47,9.8,85.41
5.35,139.7,3.9,18.2,32.6,264.0,4.46,57.0,1.27,1.27,7.27,168.2,13.55,1.44,9.1,40.0
4.03,99.2,1.24,31.2,53.7,164.0,8.67,62.1,1.82,3.35,4.66,106.7,9.07,1.54,8.1,75.41
6.72,100.7,1.66,16.6,52.2,475.0,8.92,26.0,1.13,1.1,1.87,228.2,6.16,3.3,4.9,92.16
7.3,104.4,1.74,16.7,72.1,428.0,5.84,41.4,0.87,8.14,7.8,150.8,6.59,2.63,4.7,95.0
4.59,138.8,1.17,58.4,61.5,753.0,8.41,21.9,1.44,2.21,3.59,164.0,12.63,1.98,9.1,40.0
4.64,139.4,3.98,31.4,56.4,261.0,8.92,30.0,1.73,4.68,2.74,178.2,18.3,1.01,3.8,40.0
7.16,129.7,4.92,30.2,60.7,717.0,8.68,37.9,1.5,6.5,1.33,171.7,2.31,1.46,7.1,95.0
6.47,121.5,4.11,23.4,43.4,637.0,5.15,77.2,0.88,9.73,8.58,129.9,6.87,1.38,9.4,95.0
4.18,116.0,4.44,35.6,77.6,434.0,6.7,22.4,0.69,10.0,5.11,120.6,2.75,0.34,6.1,95.0
6.49,138.5,1.02,39.8,23.5,712.0,4.41,47.1,0.91,8.83,5.48,124.9,8.89,0.31,5.9,40.0
5.24,124.8,1.47,30.9,21.7,703.0,7.15,66.3,0.72,5.84,6.26,151.9,19.26,2.65,6.6,62.05
5.47,137.2,3.24,29.7,44.9,600.0,6.65,50.4,1.94,2.19,7.34,199.7,15.54,3.64,5.4,40.0
7.08,105.8,4.91,45.0,29.3,171.0,9.42,55.2,1.05,4.25,5.21,193.1,18.53,1.1,6.9,95.0
7.24,106.7,3.64,57.5,52.7,212.0,4.11,76.0,1.95,8.79,8.55,185.0,17.62,3.96,5.5,95.0
5.6,132.7,2.5,53.9,20.5,514.0,7.18,59.1,1.36,9.61,7.09,123.2,9.25,4.97,2.9,51.86
7.79,97.5,1.58,15.9,47.6,272.0,8.39,65.5,1.54,6.92,7.94,113.1,13.0,3.99,3.9,95.0
5.63,137.3,1.61,42.6,37.7,486.0,6.78,22.4,1.86,8.25,2.73,125.2,12.38,1.85,6.1,40.0
7.09,115.4,2.45,10.4,32.1,493.0,5.43,67.7,1.99,8.19,8.74,211.4,4.0,3.97,2.5,94.37
5.94,136.3,3.86,41.7,46.7,511.0,7.66,45.3,1.92,9.66,8.47,210.6,11.66,2.25,7.6,57.09
7.59,106.8,1.13,33.2,71.3,499.0,9.92,21.2,1.17,8.28,7.84,195.3,11.94,1.52,1.6,95.0
7.63,125.8,4.41,34.6,59.3,365.0,4.25,71.0,1.54,4.27,1.43,226.0,15.38,1.76,2.1,95.0
4.35,114.1,4.77,39.4,29.6,247.0,5.18,77.4,1.08,5.29,8.74,106.7,1.37,3.33,4.3,95.0
7.75,121.3,4.56,47.1,49.9,463.0,6.94,56.2,1.45,3.2,4.82,190.9,10.12,0.21,1.6,95.0
7.3,115.2,4.65,46.5,75.9,447.0,7.59,73.3,1.28,2.4,9.35,215.7,18.11,4.29,5.1,95.0
7.17,138.4,1.06,12.2,46.4,293.0,7.74,31.7,0.53,4.18,2.51,172.9,7.55,3.17,5.9,40.0
4.8,124.6,4.91,46.8,48.2,136.0,4.36,56.2,1.8,7.06,1.74,157.7,10.75,4.58,6.5,89.09
7.22,102.6,2.47,51.5,76.5,244.0,4.74,47.0,1.03,6.35,2.75,195.4,11.43,3.15,5.0,95.0
7.4,135.5,4.48,13.4,28.1,486.0,9.67,22.2,1.17,7.77,1.16,199.5,13.0,3.85,9.0,65.62
5.16,104.7,1.75,26.1,64.1,475.0,4.45,57.6,1.02,9.05,6.64,195.0,10.77,3.29,7.3,86.77
7.81,108.6,2.79,49.6,37.9,194.0,6.51,54.6,1.22,1.46,1.38,234.4,13.65,3.05,4.1,95.0
4.2,95.1,1.18,34.7,72.0,524.0,7.46,22.7,1.24,3.24,8.82,235.5,16.42,4.08,9.6,73.61
4.6,135.0,1.16,44.7,23.3,396.0,5.88,32.5,1.45,8.02,6.65,188.1,13.8,1.5,1.4,40.0
6.15,104.3,4.77,35.1,79.4,558.0,5.53,37.4,1.06,9.31,1.99,235.1,10.02,0.04,6.1,95.0
6.3,102.9,4.24,58.9,66.1,722.0,5.74,31.7,0.84,9.43,1.72,229.8,7.15,2.26,1.5,95.0
6.58,136.0,3.12,56.8,37.1,316.0,5.7,59.0,1.1,2.66,3.65,131.9,2.64,2.7,6.1,55.71
4.07,130.3,3.1,24.1,65.7,343.0,6.28,51.9,0.98,1.92,3.91,202.2,17.38,2.67,9.0,48.05
7.84,97.1,4.0,29.3,75.4,574.0,4.7,42.0,1.35,9.38,2.24,145.1,13.62,0.07,4.3,95.0
4.18,128.5,2.37,31.6,26.8,764.0,9.12,46.0,1.59,1.6,2.54,211.8,11.04,2.88,4.6,52.43
4.57,135.7,4.05,15.2,74.8,440.0,8.56,78.0,1.58,6.96,7.05,142.0,13.34,2.48,6.1,40.0
4.06,93.9,2.94,30.2,41.6,219.0,4.2,26.7,1.84,4.59,5.36,132.3,14.79,3.19,1.1,74.07
6.27,131.3,3.55,48.7,20.4,755.0,8.57,31.2,0.81,3.51,6.28,236.0,1.77,4.97,8.5,73.88
7.73,117.4,4.86,52.3,26.7,429.0,8.97,52.3,1.25,3.46,7.48,138.0,18.59,1.13,6.6,95.0
6.66,123.5,2.89,54.3,73.1,422.0,9.53,78.7,1.44,4.23,8.27,198.4,5.61,0.15,9.7,95.0
7.29,114.6,2.67,10.7,79.0,478.0,7.68,64.3,1.27,4.26,3.1,107.7,18.48,4.89,8.0,95.0
4.05,124.9,4.62,49.4,73.7,277.0,9.12,69.2,1.46,8.34,7.85,170.0,1.39,3.55,6.1,83.09
6.17,91.7,4.61,35.1,46.5,649.0,8.55,64.0,1.79,5.79,1.9,172.2,14.9,1.27,3.9,95.0
5.84,128.1,4.97,20.3,77.7,549.0,4.15,24.7,0.64,9.47,1.48,205.4,13.64,4.9,9.0,87.61
6.0,91.7,3.2,34.9,44.4,768.0,8.87,37.6,1.06,6.76,5.58,195.8,6.12,0.48,3.6,95.0
4.29,112.8,2.38,52.2,26.8,243.0,7.49,52.4,1.26,4.67,7.52,189.0,4.01,1.58,1.7,85.82
6.74,97.5,1.96,31.7,40.5,533.0,7.9,23.7,1.28,5.79,9.69,139.9,3.98,2.02,4.2,95.0
6.01,131.2,1.14,59.5,79.9,462.0,9.31,43.9,0.52,9.45,4.83,160.6,4.41,2.21,2.4,54.67
7.06,105.7,3.91,40.8,57.6,726.0,4.06,32.6,1.37,8.51,4.75,183.5,16.35,2.02,6.0,95.0
5.94,112.7,1.93,34.5,40.4,121.0,4.65,59.1,1.54,9.32,6.39,155.3,6.12,1.87,5.1,88.08
4.6,111.4,3.43,24.7,57.5,633.0,7.44,25.9,1.08,7.37,9.42,223.4,1.49,1.48,7.6,94.52
6.59,128.6,4.67,10.6,45.7,536.0,6.46,67.2,1.87,6.69,7.17,227.7,10.52,3.27,7.6,85.17
4.69,114.1,4.8,40.5,23.0,525.0,6.51,54.2,1.52,3.21,8.25,171.3,17.01,4.5,4.9,95.0
7.49,129.4,1.02,38.9,32.1,713.0,5.87,42.4,1.45,4.18,5.67,116.5,11.6,3.77,1.4,61.94
6.45,93.7,2.27,35.8,21.2,513.0,8.91,28.4,0.81,1.52,7.14,133.8,1.79,1.02,7.5,95.0
4.63,99.6,4.35,36.9,35.3,601.0,4.62,60.3,1.97,6.18,2.07,232.1,1.46,0.14,2.0,95.0
7.85,117.6,3.15,52.2,64.4,552.0,7.2,70.3,1.2,6.76,5.13,211.8,6.03,2.46,5.9,95.0
6.07,137.4,4.23,25.8,31.6,149.0,6.75,70.9,0.55,7.76,8.86,201.2,5.43,3.86,5.4,43.26
4.29,93.7,4.41,37.5,51.7,179.0,7.31,27.8,0.61,8.7,2.47,152.6,15.75,4.48,8.7,93.05
6.51,92.2,2.77,44.0,62.1,337.0,4.3,78.8,1.0,3.66,8.12,149.4,1.34,1.77,7.9,95.0
5.01,97.8,2.44,20.5,52.9,573.0,8.04,39.2,0.56,2.59,9.3,178.1,2.1,2.34,1.1,83.03
7.21,122.1,2.82,56.2,20.9,119.0,4.08,34.5,0.75,2.06,9.26,179.0,17.81,0.23,2.0,95.0
7.27,109.9,3.61,46.9,41.8,641.0,7.17,42.2,1.52,5.89,9.7,184.5,18.1,0.95,4.8,95.0
7.92,131.3,2.47,12.7,46.5,242.0,5.59,45.6,1.01,3.41,2.59,180.3,17.39,3.71,5.3,64.76
6.01,93.6,4.1,53.3,40.6,492.0,5.88,55.1,1.12,2.77,9.37,144.6,6.46,1.54,9.9,95.0
5.82,99.8,4.62,56.5,52.8,241.0,8.43,53.0,1.93,6.01,7.35,125.3,5.95,2.61,2.9,95.0
7.01,105.0,2.13,49.7,50.8,223.0,9.92,30.1,1.47,6.41,9.99,235.9,13.53,1.63,8.1,95.0
4.53,121.3,4.86,31.3,31.2,334.0,6.85,36.8,0.94,2.26,9.42,112.9,17.17,1.04,4.6,88.93
6.19,124.3,3.49,59.7,65.1,745.0,8.02,64.5,1.01,5.72,7.08,214.5,12.07,4.23,8.6,95.0
6.18,96.2,4.51,16.2,29.7,266.0,5.49,32.9,1.92,1.85,9.2,127.6,1.58,3.1,5.1,95.0
4.36,137.2,1.42,36.8,47.5,134.0,7.32,61.6,1.17,8.09,3.4,233.5,16.67,2.12,7.3,40.0
5.67,107.1,2.01,18.5,65.4,718.0,4.6,65.4,1.16,6.28,8.17,169.9,10.94,4.29,6.4,91.93
7.41,125.7,2.28,32.0,61.8,407.0,9.1,65.2,0.91,6.37,5.73,147.3,9.38,0.42,1.2,83.77
7.42,116.2,2.21,56.4,45.9,535.0,6.73,64.4,0.98,7.45,8.21,228.6,1.18,0.93,5.8,95.0
4.4,101.1,1.69,49.7,67.3,720.0,6.17,35.6,1.64,2.94,9.09,147.7,19.34,0.25,5.7,94.01
4.36,132.3,4.47,49.1,62.8,629.0,7.08,45.3,1.72,2.68,7.41,173.9,11.2,1.49,3.3,67.08
5.05,130.9,2.67,27.7,43.1,658.0,9.48,48.1,0.87,3.81,5.98,212.0,14.46,3.97,9.0,51.55
7.5,109.8,4.85,56.7,73.7,436.0,8.66,76.9,1.91,6.22,1.3,204.6,1.09,2.97,5.8,95.0
4.52,119.4,3.33,28.4,28.5,581.0,4.92,39.7,0.98,8.42,5.78,225.3,1.5,1.49,2.8,78.52
6.88,102.9,1.55,12.0,41.5,775.0,8.61,76.3,1.57,9.91,2.69,151.4,2.73,4.35,6.7,95.0
4.4,124.5,3.18,41.9,61.9,723.0,6.36,72.4,1.43,8.39,8.82,128.6,1.22,1.73,8.6,76.96
6.49,105.5,4.97,28.1,72.4,529.0,6.37,65.9,0.54,5.43,6.82,160.8,12.09,1.01,4.7,95.0
5.42,132.2,3.26,17.7,39.4,160.0,8.55,61.2,1.79,6.18,3.22,195.6,3.08,4.16,2.8,48.78
7.16,100.9,1.01,56.7,53.7,786.0,6.76,49.8,1.45,3.55,4.55,136.7,18.86,4.02,5.8,95.0
4.93,90.7,4.73,41.9,20.7,258.0,4.43,27.1,1.37,3.01,3.89,194.9,18.48,2.75,8.0,95.0
6.56,103.4,1.94,57.0,42.3,353.0,5.48,49.2,1.33,2.28,9.31,123.8,5.27,1.4,5.7,95.0
4.94,99.6,3.75,39.1,39.9,198.0,9.37,21.4,1.5,5.66,9.47,239.2,10.39,2.19,8.6,95.0
6.85,115.4,3.06,13.2,70.5,217.0,7.55,49.3,0.62,2.59,8.55,176.8,9.43,1.5,2.7,95.0
7.49,100.2,2.3,11.5,24.4,657.0,9.17,57.9,1.64,1.48,3.99,110.9,8.39,0.46,4.4,95.0
4.51,128.2,2.13,55.0,23.7,190.0,5.83,44.1,0.96,2.62,7.82,116.5,9.69,0.17,8.6,56.32
7.47,102.1,4.72,11.9,46.6,233.0,8.13,27.5,1.13,4.47,6.28,182.6,7.59,1.0,6.3,95.0
6.37,125.3,4.65,40.8,44.4,220.0,8.71,61.8,0.56,3.04,3.87,177.7,6.11,3.36,8.3,94.99
4.51,118.9,3.05,24.9,29.7,359.0,5.1,70.5,0.71,2.98,9.36,157.9,5.38,1.05,7.4,77.53
5.71,139.3,2.03,44.4,35.8,586.0,4.14,58.5,1.71,3.22,5.06,184.8,15.82,4.36,5.0,40.0
4.64,140.0,1.41,24.2,78.5,551.0,7.81,54.8,1.05,8.96,3.26,113.7,3.89,3.3,2.2,40.0
6.8,133.5,1.63,11.9,50.8,607.0,7.46,45.4,1.59,1.74,3.02,117.2,3.08,0.68,5.4,46.43
7.04,128.0,3.09,46.5,25.3,609.0,4.24,60.3,1.06,3.9,6.82,140.8,2.05,4.0,7.4,85.26
4.42,109.3,2.23,25.5,23.0,102.0,6.46,38.8,1.8,4.55,6.85,215.4,3.52,2.96,3.5,78.8
6.02,127.7,1.17,37.5,22.5,579.0,7.38,54.8,1.24,3.53,9.49,133.5,2.4,4.11,4.7,57.96
7.26,137.8,2.82,48.7,43.3,579.0,5.27,40.0,0.98,4.43,2.03,203.3,5.99,1.73,7.9,54.98
7.74,91.2,3.98,45.1,71.9,143.0,4.58,57.0,1.68,6.66,2.71,181.0,10.14,3.99,7.0,95.0
6.05,116.9,4.57,27.4,70.0,399.0,8.81,48.0,1.35,2.26,2.96,147.9,16.25,3.04,9.2,95.0
7.8,100.9,3.34,47.4,42.1,155.0,9.55,33.7,1.35,4.24,4.5,117.6,10.68,4.5,1.1,95.0
6.14,117.9,3.89,56.3,66.5,234.0,6.68,36.2,1.58,2.24,5.64,201.9,10.81,4.34,6.6,95.0
5.58,113.3,2.46,40.5,65.1,443.0,4.8,63.6,1.98,7.57,5.14,160.9,17.74,3.69,5.2,95.0
7.39,118.8,2.98,45.2,49.0,108.0,6.53,30.2,1.06,8.76,9.29,185.1,11.64,0.28,7.0,95.0
5.97,117.5,3.92,53.3,44.3,166.0,5.67,37.4,1.3,5.99,7.13,162.4,10.65,1.33,7.2,95.0
5.89,138.0,3.91,52.2,30.8,159.0,6.94,63.4,0.94,1.53,8.23,196.7,18.33,2.3,4.7,45.62
5.96,117.6,2.7,27.6,36.7,187.0,4.05,21.7,1.08,5.0,8.65,107.8,19.69,1.23,5.8,89.97
7.39,132.3,3.17,59.6,40.3,135.0,9.2,20.2,0.59,4.78,5.67,106.8,17.68,3.06,1.9,74.92
7.33,106.0,4.7,11.4,68.8,528.0,4.35,43.7,1.1,8.19,6.58,136.8,4.94,0.15,9.6,95.0
5.61,111.9,3.53,59.3,53.2,225.0,6.58,77.0,0.79,1.51,3.85,212.1,19.84,3.52,3.9,95.0
5.33,113.5,3.57,22.3,32.1,704.0,7.97,22.8,1.41,9.76,7.86,159.7,1.93,0.01,6.8,95.0
5.97,103.9,4.14,32.0,25.7,719.0,7.91,73.8,0.56,2.92,6.93,236.8,3.45,4.83,2.9,95.0
6.29,109.0,1.46,54.2,49.8,584.0,5.79,53.8,0.69,8.38,5.79,209.3,13.25,2.27,8.5,95.0
4.95,119.9,3.09,22.2,60.0,145.0,7.0,25.9,1.31,8.13,3.16,185.7,6.16,2.63,6.0,78.66
7.18,119.0,4.84,21.2,69.1,724.0,6.98,69.8,1.11,7.91,8.94,136.0,13.45,0.11,4.9,95.0
5.95,121.8,2.45,42.2,67.8,393.0,4.79,22.8,1.11,2.16,3.5,137.0,15.27,4.24,2.6,82.57
5.34,107.6,2.18,45.3,69.4,227.0,6.23,50.8,1.31,1.74,5.49,147.7,1.45,4.02,6.1,94.19
4.43,105.8,3.4,10.4,46.9,645.0,4.72,57.1,0.85,5.02,7.37,218.6,8.03,1.01,1.9,90.59
4.96,120.6,1.88,32.5,71.9,343.0,4.34,60.7,0.72,7.65,2.62,211.8,3.85,0.39,9.1,73.42
7.8,96.6,3.22,34.5,46.7,454.0,4.33,34.1,0.63,7.13,9.29,202.9,10.77,1.58,6.0,95.0
5.22,102.7,1.62,23.6,30.1,620.0,6.61,36.1,1.82,7.98,2.05,173.5,2.78,0.3,7.1,86.55
4.68,92.1,3.32,37.3,43.8,171.0,8.38,70.9,1.66,2.07,7.76,151.8,18.31,0.38,6.1,88.82
5.84,93.6,3.41,17.7,40.4,219.0,9.91,41.3,1.06,4.84,8.65,203.0,4.72,0.43,4.0,92.49
5.23,102.2,2.67,26.2,43.5,778.0,7.43,51.6,0.91,5.18,6.77,146.6,14.48,2.04,6.1,95.0
4.14,91.0,2.53,45.7,59.5,599.0,5.8,46.7,1.28,3.19,1.77,208.6,4.17,4.51,1.8,74.98
5.29,102.3,1.98,53.7,59.4,262.0,5.24,30.8,0.63,6.19,1.53,121.2,19.35,0.32,8.4,95.0
6.18,122.7,2.32,39.5,33.5,502.0,8.17,44.4,1.88,1.37,7.66,187.6,7.13,3.79,1.6,78.63
6.21,93.1,2.99,13.7,39.0,232.0,4.31,22.6,1.36,7.98,7.23,113.8,17.93,0.02,8.9,94.31
5.43,111.8,1.99,43.9,55.7,706.0,5.57,29.0,1.9,2.94,9.69,177.9,7.28,3.46,2.2,92.15
5.79,135.7,4.13,54.9,25.0,414.0,8.13,70.0,1.92,7.67,8.65,113.8,8.8,2.45,6.8,63.87
7.86,129.6,3.84,35.2,61.3,665.0,6.67,75.5,1.32,1.66,1.65,225.5,6.81,0.96,2.6,95.0
5.51,105.3,2.08,34.7,30.7,780.0,7.0,21.3,1.25,5.47,4.43,156.5,2.17,4.37,5.1,95.0
5.03,136.2,1.39,59.6,71.0,787.0,9.85,39.3,0.95,2.99,6.44,188.8,1.31,3.03,1.1,40.0
4.97,106.5,1.0,41.8,44.1,196.0,6.43,76.1,1.73,4.51,1.94,147.8,5.3,4.51,6.7,78.54
5.83,93.6,3.39,50.3,33.2,761.0,7.57,63.2,1.92,8.97,3.15,176.1,1.94,3.58,9.2,95.0
7.04,139.7,1.85,42.3,60.1,289.0,9.99,20.7,0.76,5.02,2.29,200.7,4.48,0.95,9.7,40.0
4.82,133.5,1.05,21.0,53.2,352.0,8.12,26.5,1.68,3.45,6.42,147.9,12.19,1.33,6.0,40.0
6.84,113.3,2.44,24.2,30.3,144.0,7.09,64.2,0.77,3.73,7.37,129.8,3.39,3.42,7.9,90.72
4.08,123.3,4.85,43.3,69.6,552.0,5.94,60.8,0.77,6.71,2.64,197.1,17.93,2.66,1.7,86.19
5.68,123.6,3.76,32.8,47.2,551.0,9.86,72.5,0.89,7.64,8.74,118.0,16.56,3.23,5.4,86.38
7.1,99.7,4.43,30.2,29.1,644.0,5.76,65.4,1.54,1.37,3.59,215.4,6.03,3.38,3.3,95.0
5.35,100.0,1.58,11.1,67.8,762.0,4.69,76.7,0.61,5.48,8.78,177.9,6.73,1.97,9.3,84.53
6.25,113.5,1.29,54.2,28.0,400.0,9.56,52.6,0.98,4.79,6.93,120.2,16.1,4.75,5.6,91.26
4.82,135.6,1.05,54.2,78.1,385.0,5.91,35.8,1.29,4.49,7.25,165.3,12.07,3.33,7.0,40.0
6.97,90.5,4.82,33.0,46.5,547.0,7.53,27.9,1.7,4.68,4.22,149.9,17.7,3.35,1.6,95.0
4.21,129.1,2.2,45.0,63.7,567.0,7.88,20.3,1.0,7.37,8.75,122.0,12.91,0.43,5.1,57.66
7.41,92.9,2.84,18.9,47.1,412.0,5.57,27.5,1.25,9.99,6.63,105.4,2.37,1.99,1.0,95.0
4.79,113.9,2.58,35.2,31.3,744.0,6.54,56.0,1.44,9.78,5.21,162.6,19.92,4.74,7.0,88.38
7.5,121.9,3.92,31.9,65.5,137.0,4.93,44.3,0.88,7.36,2.75,191.2,11.78,1.51,5.6,95.0
5.41,124.3,2.24,42.8,37.4,629.0,9.31,67.5,1.89,3.18,1.57,224.3,1.31,1.14,8.9,79.37
6.89,92.9,3.14,33.5,60.9,246.0,7.51,39.7,1.04,1.06,9.66,146.6,7.83,1.3,8.8,95.0
5.28,110.9,4.98,34.9,35.4,447.0,9.34,41.4,1.62,7.99,9.73,142.6,12.14,0.32,2.8,95.0
7.62,119.2,2.78,24.8,34.5,696.0,5.54,57.0,1.5,5.33,5.91,174.1,13.06,2.06,7.6,95.0
4.51,93.3,3.21,12.4,47.4,331.0,7.8,76.2,1.46,3.52,4.75,179.5,16.24,3.62,5.0,78.89
4.71,96.8,3.01,55.9,69.0,730.0,5.31,55.5,1.11,4.79,8.35,119.9,10.75,2.53,9.0,95.0
5.97,123.2,4.21,10.6,56.8,415.0,5.73,33.8,1.8,7.71,4.67,110.5,7.01,3.98,2.4,85.99
4.33,116.1,2.07,24.1,23.9,592.0,6.17,43.5,1.68,1.42,4.91,124.9,12.56,0.47,7.0,73.97
4.78,98.1,1.68,32.4,64.0,606.0,7.3,75.4,1.35,5.59,9.07,186.0,6.64,3.16,3.7,83.07
7.78,116.8,4.02,26.0,54.8,283.0,7.33,68.2,0.97,4.42,3.92,154.7,7.29,2.97,6.2,95.0
7.91,135.6,2.66,37.6,57.4,730.0,5.2,22.0,1.34,2.86,3.37,113.2,6.18,2.84,1.5,62.7
5.51,90.8,4.65,33.1,41.2,187.0,4.28,35.2,0.63,9.05,9.49,209.4,7.11,2.17,1.2,95.0
7.69,122.1,3.58,22.8,53.4,513.0,8.63,56.2,1.31,7.5,1.75,188.8,17.02,4.76,7.6,95.0
6.18,93.7,3.26,14.4,42.3,750.0,7.16,64.3,1.55,7.79,2.14,216.9,4.43,0.14,7.7,95.0
5.08,90.3,1.28,16.9,24.9,122.0,5.88,27.2,1.88,7.16,5.33,142.8,4.52,4.61,7.3,60.04
6.81,97.5,3.92,34.3,70.7,472.0,4.32,50.9,1.58,3.77,9.73,179.4,4.19,4.6,4.3,95.0
6.64,111.1,3.74,52.3,60.7,273.0,4.63,53.7,0.85,1.26,9.17,198.7,17.23,4.99,2.8,95.0
7.96,130.1,3.56,15.0,60.2,235.0,6.54,27.3,0.58,6.38,8.17,228.8,15.64,4.19,3.6,77.84
5.06,104.1,2.07,43.9,31.6,264.0,6.9,46.4,0.93,3.98,7.1,107.3,18.42,4.61,5.5,87.09
6.69,121.3,4.79,49.6,59.8,732.0,6.26,20.2,1.1,3.48,6.14,228.5,5.5,0.59,4.9,95.0
4.21,110.6,2.29,23.8,33.9,398.0,7.4,62.0,0.52,7.1,6.26,126.4,10.95,4.25,7.2,75.52
4.45,101.7,1.61,43.4,61.3,265.0,8.88,24.6,1.92,4.19,6.58,156.8,8.37,1.06,1.8,86.46
